timestamp,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-06-12T11:00,28.7,70,22.6,33.3,0.00,0.00,3,1009.4,974.8,100,24,100,100,1.20,4.7,5.8,148,150,1,2277.79,495.0,121.0,374.0,135.9
2022-06-12T12:00,29.7,67,23.0,34.5,0.00,0.00,3,1008.5,974.1,100,20,100,100,1.37,7.3,8.9,123,130,1,3600.00,616.0,312.0,304.0,321.3
2022-06-12T13:00,29.3,70,23.3,34.0,0.60,0.60,53,1007.9,973.4,65,19,30,100,1.22,12.7,16.3,187,188,1,3600.00,703.0,413.0,290.0,415.3
2022-06-12T14:00,29.6,70,23.5,34.9,0.00,0.00,1,1006.6,972.2,46,0,28,98,1.24,7.2,9.2,183,191,1,3600.00,643.0,349.0,294.0,364.0
2022-06-12T15:00,30.4,67,23.7,36.3,0.00,0.00,1,1005.3,971.1,38,6,4,100,1.41,6.1,8.0,177,185,1,3600.00,695.0,429.0,266.0,495.2
2022-06-12T16:00,31.2,64,23.7,36.7,0.00,0.00,1,1004.1,970.0,46,10,12,100,1.62,6.3,8.1,156,167,1,3600.00,626.0,448.0,178.0,619.1
2022-06-12T17:00,31.3,62,23.3,36.3,0.00,0.00,1,1003.7,969.6,47,6,19,100,1.72,4.7,6.6,176,189,1,3600.00,407.0,277.0,130.0,512.7
2022-06-12T18:00,28.3,76,23.7,33.1,3.20,3.20,63,1004.7,970.2,68,24,30,96,0.91,7.4,12.4,256,262,1,3600.00,203.0,107.0,96.0,325.5
2022-06-12T19:00,30.4,60,21.8,35.0,0.00,0.00,1,1005.3,971.0,50,11,22,88,1.72,1.0,1.1,225,198,1,1223.33,47.0,18.0,29.0,124.2
2022-06-12T20:00,27.7,80,23.8,32.9,0.00,0.00,2,1006.6,972.0,69,21,39,89,0.76,5.3,7.0,208,201,0,0.00,0.0,0.0,0.0,0.0
2022-06-12T21:00,27.3,81,23.7,32.4,0.00,0.00,2,1007.2,972.5,50,12,16,99,0.71,5.8,9.5,173,155,0,0.00,0.0,0.0,0.0,0.0
2022-06-12T22:00,26.9,81,23.4,31.6,0.00,0.00,2,1008.0,973.3,52,14,16,100,0.66,6.8,10.6,155,145,0,0.00,0.0,0.0,0.0,0.0
2022-06-12T23:00,26.4,81,22.9,31.0,0.00,0.00,1,1008.9,974.1,44,4,17,99,0.64,5.5,11.7,169,162,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T00:00,25.4,86,22.9,30.0,0.00,0.00,1,1008.5,973.6,43,10,7,100,0.45,5.7,9.0,198,185,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T01:00,26.1,78,22.0,30.5,0.00,0.00,1,1008.1,973.3,47,14,7,100,0.74,3.6,5.8,143,158,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T02:00,25.5,80,21.8,29.7,0.00,0.00,2,1007.8,972.9,56,14,22,100,0.65,4.4,6.9,125,141,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T03:00,25.1,82,21.9,29.5,0.20,0.20,51,1007.6,972.7,50,14,13,100,0.57,3.4,5.0,72,111,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T04:00,24.8,83,21.7,28.9,0.10,0.10,51,1007.6,972.6,50,16,10,100,0.53,3.9,5.1,68,86,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T05:00,24.0,87,21.7,28.0,0.00,0.00,2,1007.8,972.7,51,20,5,100,0.38,5.0,6.2,60,69,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T06:00,24.2,85,21.5,28.2,0.00,0.00,2,1008.3,973.2,51,23,0,100,0.46,4.3,5.2,66,78,1,0.00,1.0,0.0,1.0,0.0
2022-06-13T07:00,25.0,84,22.1,29.7,0.00,0.00,1,1009.0,974.0,48,7,20,100,0.50,1.8,3.0,53,76,1,1634.43,72.0,21.0,51.0,124.6
2022-06-13T08:00,25.8,83,22.7,30.6,0.00,0.00,1,1009.6,974.7,49,16,7,100,0.57,3.3,4.0,84,85,1,1005.12,186.0,35.0,151.0,93.5
2022-06-13T09:00,26.9,80,23.1,31.9,0.00,0.00,2,1009.8,975.0,54,22,7,100,0.72,4.0,4.7,117,113,1,3600.00,401.0,262.0,139.0,450.9
2022-06-13T10:00,27.9,76,23.3,33.0,0.20,0.20,51,1009.6,974.9,56,21,12,100,0.90,3.5,4.2,156,160,1,3600.00,524.0,344.0,180.0,454.5
2022-06-13T11:00,29.0,72,23.6,35.1,0.20,0.20,51,1009.0,974.5,43,11,5,100,1.10,6.0,7.0,155,159,1,3600.00,736.0,532.0,204.0,597.9
2022-06-13T12:00,30.2,70,24.1,37.4,0.10,0.10,51,1007.8,973.4,50,11,16,100,1.30,7.2,8.7,153,156,1,3600.00,897.0,724.0,173.0,745.8
2022-06-13T13:00,31.1,67,24.3,38.0,0.10,0.10,51,1006.4,972.2,38,2,11,100,1.47,9.5,12.0,155,159,1,3600.00,898.0,700.0,198.0,704.0
2022-06-13T14:00,31.7,64,24.1,38.2,0.10,0.10,51,1005.0,970.9,40,1,15,100,1.68,10.4,13.2,166,169,1,3600.00,876.0,688.0,188.0,717.5
2022-06-13T15:00,32.4,59,23.4,38.3,0.10,0.10,51,1003.7,969.7,36,1,9,100,1.97,8.3,10.5,180,184,1,3600.00,793.0,614.0,179.0,708.5
2022-06-13T16:00,33.1,55,22.9,38.7,0.00,0.00,3,1002.7,968.8,86,32,46,100,2.26,1.9,2.5,158,172,1,3600.00,622.0,433.0,189.0,597.9
2022-06-13T17:00,28.9,77,24.4,34.1,1.70,1.70,61,1003.4,969.0,69,14,44,100,0.92,7.1,11.0,221,229,1,3600.00,258.0,103.0,155.0,190.4
2022-06-13T18:00,28.7,76,24.0,34.5,0.00,0.00,2,1003.7,969.3,60,7,39,100,0.94,1.6,2.1,117,149,1,2567.87,164.0,48.0,116.0,145.6
2022-06-13T19:00,27.6,87,25.2,33.7,0.00,0.00,1,1004.6,970.1,46,3,23,100,0.49,5.0,9.0,180,164,1,167.94,39.0,10.0,29.0,68.7
2022-06-13T20:00,26.8,90,24.9,32.6,0.00,0.00,2,1005.7,971.0,62,9,40,100,0.36,6.0,7.9,213,183,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T21:00,28.2,81,24.6,34.5,0.00,0.00,2,1006.5,972.0,60,5,42,100,0.73,0.8,1.6,297,117,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T22:00,28.1,81,24.5,34.1,0.00,0.00,2,1007.1,972.5,62,6,45,100,0.73,2.1,2.9,149,120,0,0.00,0.0,0.0,0.0,0.0
2022-06-13T23:00,27.1,84,24.2,32.5,0.00,0.00,1,1007.0,972.3,37,4,5,100,0.58,5.5,8.1,113,111,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T00:00,26.4,84,23.4,31.2,0.00,0.00,1,1006.9,972.1,47,5,21,100,0.56,6.2,9.2,97,116,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T01:00,26.2,82,22.8,30.7,0.00,0.00,3,1006.7,971.9,81,0,85,100,0.62,5.7,7.9,108,129,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T02:00,25.3,86,22.9,29.8,0.00,0.00,2,1006.3,971.4,76,0,76,100,0.44,6.6,8.9,119,140,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T03:00,25.0,86,22.5,29.2,0.00,0.00,1,1005.8,970.9,32,0,4,100,0.43,6.5,8.7,109,135,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T04:00,25.6,79,21.7,29.4,0.00,0.00,1,1005.8,971.0,35,0,9,100,0.69,5.9,8.2,137,151,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T05:00,25.4,79,21.5,29.2,0.00,0.00,1,1006.2,971.4,38,0,14,100,0.68,5.5,6.9,101,129,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T06:00,24.9,82,21.7,28.9,0.00,0.00,1,1006.9,972.0,38,7,2,100,0.56,5.4,6.6,70,103,1,0.00,1.0,0.0,1.0,0.0
2022-06-14T07:00,25.7,79,21.8,30.0,0.00,0.00,1,1007.7,972.8,36,2,7,100,0.69,3.7,5.6,119,130,1,885.46,71.0,16.0,55.0,95.1
2022-06-14T08:00,26.5,78,22.4,31.2,0.00,0.00,1,1008.9,974.1,36,1,8,100,0.75,3.4,4.1,122,128,1,3600.00,237.0,102.0,135.0,272.9
2022-06-14T09:00,27.7,76,23.1,32.8,0.00,0.00,1,1009.1,974.4,35,5,1,100,0.89,3.1,3.3,135,139,1,3600.00,438.0,241.0,197.0,415.2
2022-06-14T10:00,29.0,73,23.7,35.1,0.00,0.00,1,1009.1,974.6,38,6,5,100,1.08,2.7,3.0,157,166,1,3600.00,631.0,393.0,238.0,519.6
2022-06-14T11:00,30.1,71,24.1,37.0,0.10,0.10,51,1008.4,974.0,30,3,5,81,1.25,5.0,5.9,159,166,1,3600.00,794.0,581.0,213.0,653.2
2022-06-14T12:00,31.0,68,24.3,38.3,0.10,0.10,51,1007.3,973.1,41,7,8,99,1.46,7.8,9.6,158,160,1,3600.00,900.0,702.0,198.0,723.3
2022-06-14T13:00,31.8,63,23.9,39.1,0.00,0.00,1,1006.0,971.9,38,0,13,100,1.75,6.4,7.8,153,158,1,3600.00,904.0,666.0,238.0,669.8
2022-06-14T14:00,32.0,61,23.5,38.0,0.00,0.00,2,1005.1,971.0,56,22,10,100,1.85,5.0,6.1,120,130,1,3600.00,704.0,388.0,316.0,404.6
2022-06-14T15:00,30.3,68,23.8,35.6,0.60,0.60,53,1004.6,970.4,41,1,17,100,1.38,4.7,6.5,81,90,1,760.42,451.0,74.0,377.0,85.3
2022-06-14T16:00,30.5,67,23.8,35.7,0.00,0.00,1,1003.8,969.6,41,1,17,100,1.42,5.5,6.4,337,333,1,2132.45,413.0,95.0,318.0,131.1
2022-06-14T17:00,30.4,69,24.2,35.8,0.00,0.00,1,1003.5,969.3,44,2,21,100,1.33,5.4,6.9,312,313,1,2685.32,306.0,81.0,225.0,149.5
2022-06-14T18:00,29.8,78,25.4,36.1,0.00,0.00,2,1004.0,969.7,56,7,32,100,0.94,4.3,8.4,318,313,1,740.86,163.0,28.0,135.0,84.7
2022-06-14T19:00,28.0,79,24.1,33.5,0.00,0.00,1,1005.1,970.6,49,8,20,100,0.78,4.8,10.0,347,347,1,0.00,40.0,4.0,36.0,27.4
2022-06-14T20:00,26.0,85,23.3,30.1,14.10,14.10,65,1007.4,972.6,52,13,18,100,0.49,10.4,17.2,304,307,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T21:00,24.7,92,23.3,29.5,4.90,4.90,63,1007.8,972.8,53,2,36,100,0.25,5.8,8.3,292,272,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T22:00,24.7,94,23.7,29.5,1.80,1.80,61,1008.5,973.5,56,9,30,100,0.18,7.0,9.4,339,337,0,0.00,0.0,0.0,0.0,0.0
2022-06-14T23:00,24.5,92,23.2,28.6,0.20,0.20,51,1008.6,973.6,34,2,4,100,0.23,9.8,18.0,336,344,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T00:00,24.3,93,23.2,28.7,0.00,0.00,1,1008.3,973.3,48,9,17,100,0.20,8.5,16.6,332,336,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T01:00,24.1,96,23.4,29.1,0.00,0.00,1,1007.5,972.5,42,9,6,100,0.13,4.9,11.0,324,337,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T02:00,23.7,97,23.2,28.8,0.00,0.00,1,1007.3,972.2,48,11,13,100,0.09,3.6,8.3,323,355,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T03:00,23.9,97,23.4,29.1,0.00,0.00,1,1006.7,971.7,34,4,1,100,0.09,3.5,7.4,294,331,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T04:00,24.3,95,23.4,30.0,0.00,0.00,1,1007.0,972.0,44,11,7,100,0.15,0.4,1.0,270,45,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T05:00,23.9,96,23.1,29.0,0.00,0.00,1,1007.1,972.1,37,4,5,100,0.13,2.8,2.5,230,172,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T06:00,24.5,92,23.2,29.8,0.00,0.00,1,1007.5,972.5,47,12,10,100,0.24,2.1,2.3,239,162,1,0.00,1.0,0.0,1.0,0.0
2022-06-15T07:00,25.1,93,23.8,30.6,0.00,0.00,2,1008.2,973.3,64,30,11,100,0.24,3.6,4.8,180,167,1,0.00,56.0,3.0,53.0,17.9
2022-06-15T08:00,25.9,90,24.0,31.4,0.10,0.10,51,1009.0,974.1,62,28,11,100,0.35,4.0,5.6,190,195,1,2219.40,180.0,50.0,130.0,134.0
2022-06-15T09:00,26.8,86,24.2,32.5,0.10,0.10,51,1009.2,974.4,37,1,10,100,0.50,3.4,4.2,198,200,1,3600.00,341.0,114.0,227.0,196.6
2022-06-15T10:00,28.2,80,24.4,34.3,0.10,0.10,51,1009.4,974.8,36,3,6,100,0.77,3.6,4.3,180,185,1,3600.00,584.0,323.0,261.0,427.3
2022-06-15T11:00,29.0,77,24.5,35.5,0.20,0.20,51,1009.2,974.7,50,17,7,100,0.92,5.3,6.4,152,153,1,3600.00,685.0,395.0,290.0,444.3
2022-06-15T12:00,30.1,71,24.2,36.4,0.20,0.20,51,1008.1,973.7,85,60,2,100,1.26,9.0,11.4,143,145,1,3600.00,789.0,421.0,368.0,433.9
2022-06-15T13:00,30.0,68,23.6,35.2,0.70,0.70,53,1007.4,973.0,44,0,23,100,1.34,4.7,5.8,180,176,1,2031.97,496.0,127.0,369.0,127.7
2022-06-15T14:00,29.5,72,24.0,34.1,0.10,0.10,51,1007.1,972.7,56,9,30,100,1.15,10.0,12.6,334,329,1,3600.00,550.0,224.0,326.0,233.5
2022-06-15T15:00,26.7,87,24.3,31.5,2.80,2.80,63,1007.3,972.6,78,41,19,100,0.46,9.7,12.8,59,58,1,1796.81,386.0,104.0,282.0,119.9
2022-06-15T16:00,25.5,88,23.4,31.0,1.90,1.90,61,1006.7,971.8,81,10,70,100,0.38,1.5,2.2,346,351,1,0.00,217.0,27.0,190.0,37.2
2022-06-15T17:00,26.2,86,23.6,31.5,0.40,0.40,51,1006.6,971.8,47,8,16,100,0.49,4.0,5.2,350,348,1,0.00,191.0,17.0,174.0,31.3
2022-06-15T18:00,26.2,86,23.8,31.6,0.20,0.20,51,1006.8,972.0,38,4,8,100,0.46,4.2,6.0,329,335,1,0.00,133.0,12.0,121.0,36.2
2022-06-15T19:00,25.7,92,24.3,31.6,0.00,0.00,2,1007.5,972.6,54,7,29,100,0.26,2.9,5.1,330,356,1,0.00,33.0,2.0,31.0,13.7
2022-06-15T20:00,25.5,94,24.4,31.3,0.00,0.00,1,1008.4,973.5,42,5,12,100,0.20,3.4,3.9,302,326,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T21:00,25.3,94,24.4,31.3,0.20,0.20,51,1009.7,974.7,57,7,35,100,0.18,2.6,5.0,236,201,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T22:00,25.1,94,24.1,30.8,1.90,1.90,61,1010.5,975.5,88,1,95,100,0.18,2.5,2.9,352,300,0,0.00,0.0,0.0,0.0,0.0
2022-06-15T23:00,25.1,94,24.0,30.8,1.10,1.10,55,1010.7,975.7,42,13,0,100,0.20,2.4,2.7,333,293,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T00:00,24.7,96,24.0,30.6,0.40,0.40,51,1010.5,975.4,49,16,7,100,0.13,1.3,2.8,304,230,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T01:00,24.6,94,23.5,30.0,0.10,0.10,51,1010.0,974.9,34,5,0,100,0.20,2.6,4.5,236,194,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T02:00,24.7,91,23.1,29.9,0.10,0.10,51,1009.5,974.5,36,4,4,100,0.28,2.5,4.0,188,175,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T03:00,24.4,93,23.2,29.7,0.00,0.00,1,1009.1,974.0,45,5,17,100,0.21,2.5,3.1,90,111,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T04:00,24.5,92,23.1,29.8,0.00,0.00,1,1009.0,974.0,39,9,2,100,0.26,1.4,1.3,360,56,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T05:00,24.0,96,23.2,29.2,0.10,0.10,51,1009.2,974.1,46,17,2,100,0.13,2.4,2.5,333,8,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T06:00,23.8,96,23.2,29.1,0.10,0.10,51,1009.5,974.4,57,23,10,100,0.11,2.1,2.1,301,329,1,0.00,1.0,0.0,1.0,0.0
2022-06-16T07:00,24.4,90,22.7,29.4,0.10,0.10,51,1010.0,974.9,44,11,17,81,0.30,2.3,1.8,231,217,1,1637.44,73.0,21.0,52.0,125.2
2022-06-16T08:00,25.4,85,22.7,30.4,0.00,0.00,2,1010.5,975.5,61,16,28,99,0.49,2.5,3.3,180,193,1,3600.00,216.0,112.0,104.0,300.6
2022-06-16T09:00,26.2,82,22.9,31.0,0.00,0.00,3,1010.9,976.0,91,26,63,99,0.62,4.3,5.1,175,184,1,3600.00,349.0,171.0,178.0,295.2
2022-06-16T10:00,27.4,80,23.6,32.5,0.00,0.00,3,1011.0,976.2,100,15,100,100,0.74,4.7,5.8,176,180,1,3600.00,534.0,289.0,245.0,382.6
2022-06-16T11:00,28.0,78,23.8,33.3,0.10,0.10,51,1010.6,975.9,96,7,99,100,0.83,4.1,4.8,165,167,1,3600.00,545.0,204.0,341.0,229.6
2022-06-16T12:00,28.9,76,24.2,35.6,0.10,0.10,51,1009.7,975.1,72,2,68,98,0.96,5.4,6.4,160,164,1,3600.00,750.0,381.0,369.0,392.7
2022-06-16T13:00,30.2,71,24.4,38.2,0.20,0.20,51,1008.8,974.4,73,36,17,100,1.24,6.0,6.9,163,171,1,3600.00,949.0,731.0,218.0,735.2
2022-06-16T14:00,30.6,69,24.3,37.4,0.30,0.30,51,1007.4,973.1,50,3,29,100,1.36,3.3,4.3,174,185,1,3600.00,703.0,403.0,300.0,420.1
2022-06-16T15:00,28.6,77,24.1,33.2,6.80,6.80,63,1007.0,972.5,56,5,35,100,0.91,11.5,14.8,356,357,1,3600.00,587.0,342.0,245.0,394.1
2022-06-16T16:00,27.8,82,24.5,33.1,0.00,0.00,1,1006.2,971.6,34,0,7,100,0.67,7.6,10.2,8,8,1,1960.62,348.0,91.0,257.0,125.4
2022-06-16T17:00,28.7,79,24.7,34.9,0.00,0.00,2,1005.8,971.3,58,4,41,100,0.83,2.2,3.1,351,339,1,3600.00,349.0,149.0,200.0,274.2
2022-06-16T18:00,28.4,80,24.7,34.9,0.00,0.00,1,1005.8,971.3,45,1,24,100,0.77,0.4,0.5,180,315,1,636.58,147.0,27.0,120.0,81.2
2022-06-16T19:00,26.7,91,25.1,33.1,0.00,0.00,3,1006.7,972.0,89,0,98,100,0.33,2.5,0.4,278,360,1,0.00,37.0,4.0,33.0,27.2
2022-06-16T20:00,26.6,90,24.8,32.7,0.00,0.00,3,1008.2,973.4,91,1,100,100,0.34,3.0,4.6,256,219,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T21:00,26.5,81,23.1,30.5,0.00,0.00,3,1009.7,974.9,90,0,100,100,0.64,10.4,19.4,160,158,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T22:00,25.6,83,22.4,30.1,0.00,0.00,1,1010.3,975.3,47,1,27,100,0.57,4.1,9.4,195,180,0,0.00,0.0,0.0,0.0,0.0
2022-06-16T23:00,25.0,90,23.2,29.9,0.00,0.00,2,1010.7,975.7,52,3,32,100,0.32,4.6,6.1,198,180,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T00:00,25.8,80,22.1,30.1,0.00,0.00,3,1010.4,975.5,94,5,99,100,0.66,4.0,6.6,180,158,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T01:00,25.7,80,21.9,30.3,0.00,0.00,1,1009.6,974.7,38,1,12,100,0.67,1.8,4.3,37,132,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T02:00,25.1,83,22.0,29.6,0.00,0.00,1,1009.2,974.2,39,3,11,100,0.54,3.0,2.6,346,56,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T03:00,25.0,84,22.0,29.3,0.00,0.00,2,1008.9,973.9,50,6,25,100,0.51,4.4,5.9,55,79,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T04:00,25.3,81,21.8,29.6,0.00,0.00,3,1008.9,973.9,93,5,97,100,0.61,3.4,5.0,32,69,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T05:00,25.2,81,21.7,29.5,0.00,0.00,3,1009.0,974.0,99,10,100,100,0.61,2.6,4.3,106,90,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T06:00,24.4,87,22.1,28.8,0.00,0.00,3,1009.2,974.1,100,13,100,100,0.40,4.2,5.0,149,120,1,0.00,1.0,0.0,1.0,0.0
2022-06-17T07:00,24.8,88,22.6,29.5,0.00,0.00,3,1009.9,974.9,94,5,99,99,0.39,3.4,5.2,122,124,1,0.00,35.0,0.0,35.0,0.0
2022-06-17T08:00,26.0,85,23.3,31.1,0.00,0.00,1,1010.3,975.4,45,4,20,98,0.50,3.9,4.7,124,122,1,3600.00,256.0,147.0,109.0,395.3
2022-06-17T09:00,27.2,81,23.7,32.4,0.10,0.10,51,1010.3,975.5,69,29,21,100,0.69,4.7,5.8,148,150,1,3600.00,449.0,299.0,150.0,516.7
2022-06-17T10:00,28.5,76,23.7,33.8,0.10,0.10,51,1010.1,975.5,62,19,25,100,0.95,7.4,8.9,151,153,1,3600.00,636.0,443.0,193.0,586.9
2022-06-17T11:00,29.6,73,24.1,35.7,0.00,0.00,3,1009.5,975.0,98,64,18,100,1.13,8.9,10.6,148,152,1,3600.00,763.0,580.0,183.0,653.0
2022-06-17T12:00,30.7,69,24.4,37.3,0.10,0.10,51,1008.7,974.4,100,85,25,100,1.36,8.7,10.6,150,156,1,3600.00,809.0,537.0,272.0,553.7
2022-06-17T13:00,31.8,64,24.2,38.3,0.30,0.30,51,1007.6,973.4,100,100,100,100,1.67,7.6,9.3,155,164,1,3600.00,783.0,407.0,376.0,409.4
2022-06-17T14:00,26.8,85,24.1,30.4,7.70,7.70,65,1007.9,973.2,100,37,99,100,0.53,17.7,23.7,343,343,1,2264.41,471.0,130.0,341.0,135.5
2022-06-17T15:00,25.7,88,23.5,30.3,0.40,0.40,51,1006.8,972.0,68,7,53,100,0.41,8.2,11.8,285,301,1,0.00,186.0,9.0,177.0,10.4
2022-06-17T16:00,27.1,87,24.7,32.6,0.00,0.00,1,1005.7,971.1,49,1,30,100,0.47,7.1,11.6,345,344,1,0.00,133.0,0.0,133.0,0.0
2022-06-17T17:00,28.4,83,25.3,34.3,0.00,0.00,1,1005.6,971.1,44,0,23,100,0.64,6.8,9.6,32,34,1,3600.00,322.0,115.0,207.0,211.4
2022-06-17T18:00,28.3,84,25.3,34.9,0.00,0.00,1,1005.7,971.2,48,3,25,100,0.61,2.3,5.4,18,37,1,0.00,130.0,11.0,119.0,33.0
2022-06-17T19:00,28.1,77,23.7,33.5,0.00,0.00,2,1007.2,972.6,58,6,38,100,0.87,3.4,5.1,72,82,1,0.00,39.0,7.0,32.0,47.5
2022-06-17T20:00,27.7,80,23.9,33.3,0.00,0.00,3,1008.0,973.4,92,2,100,100,0.75,2.9,3.2,7,63,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T21:00,27.4,81,23.8,33.0,0.00,0.00,3,1008.5,973.8,91,1,100,100,0.71,2.3,3.3,51,103,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T22:00,27.0,83,23.8,32.6,0.00,0.00,1,1008.9,974.1,41,4,12,100,0.62,2.2,4.3,189,132,0,0.00,0.0,0.0,0.0,0.0
2022-06-17T23:00,26.4,85,23.7,32.2,0.00,0.00,3,1009.3,974.5,84,1,89,100,0.50,0.4,4.1,180,142,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T00:00,25.0,94,24.0,30.6,0.00,0.00,3,1009.1,974.1,88,4,90,100,0.19,3.2,2.6,360,56,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T01:00,25.0,94,24.0,30.4,0.00,0.00,2,1008.3,973.3,71,0,69,100,0.17,4.6,5.4,39,70,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T02:00,25.4,89,23.4,30.4,0.00,0.00,3,1008.1,973.2,92,6,95,100,0.36,4.7,6.1,67,87,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T03:00,24.7,92,23.3,29.6,0.00,0.00,3,1008.0,973.0,94,7,96,100,0.25,5.4,7.4,127,113,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T04:00,24.4,92,23.1,29.2,0.00,0.00,2,1008.2,973.2,75,9,62,100,0.24,4.8,9.0,138,127,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T05:00,24.7,88,22.6,29.3,0.00,0.00,1,1008.4,973.4,47,12,10,100,0.36,4.5,6.8,119,122,0,0.00,0.0,0.0,0.0,0.0
2022-06-18T06:00,24.1,90,22.3,28.4,0.00,0.00,2,1008.7,973.6,50,14,13,100,0.30,5.5,6.8,67,93,1,0.00,1.0,0.0,1.0,0.0
2022-06-18T07:00,24.8,88,22.7,29.4,0.00,0.00,3,1009.8,974.8,90,0,100,100,0.36,4.5,7.4,151,141,1,743.56,70.0,15.0,55.0,89.8
2022-06-18T08:00,25.2,88,23.0,30.0,0.40,0.40,51,1010.4,975.4,94,4,100,100,0.40,4.6,5.9,162,166,1,0.00,82.0,0.0,82.0,0.0
2022-06-18T09:00,26.0,85,23.4,30.9,0.10,0.10,51,1010.9,976.0,94,5,100,100,0.49,5.8,7.2,158,162,1,0.00,212.0,19.0,193.0,32.9
2022-06-18T10:00,26.3,85,23.5,31.3,0.20,0.20,51,1011.0,976.1,94,4,100,100,0.52,4.8,6.2,167,173,1,0.00,183.0,8.0,175.0,10.6
2022-06-18T11:00,28.2,79,24.2,34.1,0.20,0.20,51,1010.1,975.4,92,6,98,93,0.80,6.4,7.8,153,158,1,3600.00,640.0,245.0,395.0,276.0
2022-06-18T12:00,28.7,77,24.3,34.5,0.10,0.10,51,1009.2,974.6,62,15,34,95,0.90,5.9,7.3,166,169,1,3600.00,608.0,221.0,387.0,227.9
2022-06-18T13:00,29.7,75,24.9,37.6,0.30,0.30,51,1008.2,973.8,95,36,55,98,1.03,4.7,5.8,176,184,1,3600.00,854.0,591.0,263.0,594.4
2022-06-18T14:00,30.4,72,24.7,37.7,0.30,0.30,51,1006.9,972.6,100,100,31,100,1.23,3.4,3.9,148,158,1,3600.00,734.0,435.0,299.0,453.2
2022-06-18T15:00,31.3,68,24.6,37.7,0.40,0.40,51,1005.9,971.7,100,100,54,99,1.46,4.0,4.9,153,163,1,3600.00,638.0,380.0,258.0,437.4
2022-06-18T16:00,31.4,65,24.2,37.1,0.40,0.40,51,1005.0,970.9,100,100,49,84,1.59,3.6,4.3,174,185,1,3600.00,490.0,293.0,197.0,402.9
2022-06-18T17:00,29.7,72,24.1,35.1,4.20,4.20,63,1004.9,970.6,89,3,95,98,1.16,5.0,6.6,180,193,1,3600.00,307.0,143.0,164.0,262.4
