id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
589,Public,2023-03-23 21:00:00+07:00,2923.345,2886.036,2527.653,2458.342,2610.29,2468.303,2510.551,2520.27,2504.705,2598.542,3745.112,6538.171,14390.07,14738.485,15080.789,10689.686,18002.633,20764.38,20316.257,12319.583,6182.694,3847.751,3121.542,2900.838
590,Public,2023-04-19 07:00:00+07:00,2278.493,5970.914,15147.867,18601.14,16748.245,10283.663,17521.3,22103.914,19795.891,4439.383,2767.294,3352.896,3337.419,3172.539,3007.591,2576.792,2438.538,2305.353,2392.101,2442.322,2183.838,2139.516,2330.475,2750.217
591,Public,2023-08-02 20:00:00+07:00,2832.769,2738.833,2639.182,2647.274,2517.336,2463.063,2516.543,2605.678,2456.171,2511.831,2631.346,2480.265,2631.642,4074.603,4206.919,5416.329,7448.467,6083.793,5318.233,6937.704,6006.377,2751.735,2850.196,3927.021
592,Public,2023-04-29 18:00:00+07:00,3717.258,3432.023,3289.673,3258.552,3040.243,3021.81,2799.74,2742.84,2474.251,2524.175,2459.178,2482.757,3112.551,3384.007,6070.576,7186.355,9699.844,12873.18,10144.628,9656.697,9353.209,7055.833,3669.139,3106.955
593,Public,2023-01-21 00:00:00+07:00,2516.591,2375.465,2316.424,2259.771,2218.537,2276.502,2321.691,2190.332,3879.964,7161.033,18473.139,19121.692,9891.513,17293.883,22547.761,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605
594,Public,2023-02-15 08:00:00+07:00,5593.75,8533.57,19728.868,17488.441,16346.94,22227.199,21993.964,19362.457,10501.77,2661.368,2854.534,3039.366,2843.157,2953.278,2793.361,2830.425,2906.969,2829.018,2596.346,2598.111,2624.089,2617.719,2682.599,2545.209
595,Public,2023-03-27 03:00:00+07:00,2220.877,2046.115,2137.962,2007.932,1900.964,4733.45,7486.558,13323.399,14163.495,7874.96,14827.352,19227.532,20204.821,8855.339,2387.071,2258.402,2519.438,2438.253,2316.351,2171.163,2177.905,1949.359,1990.419,1999.983
596,Public,2023-01-17 13:00:00+07:00,19438.897,19755.284,19575.484,9856.073,5021.461,4200.374,4418.939,3799.175,3424.056,3223.443,2816.15,2693.932,2473.409,2333.374,2383.733,2225.318,2290.898,2288.44,2643.689,5630.658,6334.169,9569.812,16912.303,9267.802
597,Public,2023-02-01 09:00:00+07:00,9444.807,17448.833,19349.697,12893.025,19283.304,19427.187,19411.22,12293.55,5084.319,4362.57,4336.09,3707.9,2974.178,2775.968,2788.161,2708.758,2580.787,2507.327,2537.384,2495.602,2586.596,2614.648,2488.798,4938.438
598,Public,2023-04-10 13:00:00+07:00,17257.646,19667.697,19905.359,10656.935,2696.947,2740.812,2818.377,2954.686,2853.355,2821.741,2631.933,2165.659,1982.725,2058.596,2174.563,2140.061,1977.858,2268.593,2453.958,6666.626,14095.049,16147.291,13835.405,10335.818
599,Public,2023-07-04 00:00:00+07:00,2754.168,2621.409,2493.147,2630.762,2581.863,2688.812,2538.214,2478.631,3132.042,10926.575,12489.834,11254.381,6820.269,14013.346,15630.047,7968.389,5092.128,2618.456,2853.313,2755.824,2857.345,2769.756,2630.08,2531.535
600,Public,2023-03-12 19:00:00+07:00,3047.588,4294.021,5545.772,3047.612,2786.344,2853.856,2906.07,2703.627,2712.674,2732.301,2709.972,2780.16,2723.279,3970.822,3082.647,2814.429,2745.834,2527.38,2664.574,2712.912,2438.066,2463.524,2442.087,2635.306
601,Public,2023-04-14 22:00:00+07:00,1791.187,1870.661,1983.424,1831.201,1671.768,1699.904,1705.34,1688.785,1900.986,1612.612,4410.179,13087.364,19628.636,19557.385,14891.039,17968.91,15646.505,13621.288,6606.33,2848.987,2625.179,2572.151,2595.699,2417.482
602,Public,2023-03-10 06:00:00+07:00,2733.594,2612.677,5750.907,15542.591,16315.317,13681.321,9700.353,20256.467,34017.89,30464.008,13245.583,3218.341,3232.905,2959.319,2918.961,2963.943,2952.212,2734.112,2712.413,2576.141,2615.376,2585.461,2758.187,2573.04
603,Public,2023-01-21 02:00:00+07:00,2316.424,2259.771,2218.537,2276.502,2321.691,2190.332,3879.964,7161.033,18473.139,19121.692,9891.513,17293.883,22547.761,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702
604,Public,2023-05-26 05:00:00+07:00,2163.327,2505.343,2251.867,9134.854,18849.979,20456.654,19138.248,15157.082,21682.622,20859.123,20599.495,15213.506,3693.189,3505.303,3157.929,3234.011,2680.122,2734.096,2582.751,2416.165,2129.369,2175.021,2294.922,2175.488
605,Public,2023-01-31 17:00:00+07:00,3688.909,2953.987,3241.573,3073.361,2925.183,2684.272,2504.017,2284.138,2233.508,2205.838,2377.348,2208.903,2282.649,2293.849,2827.007,5914.445,9444.807,17448.833,19349.697,12893.025,19283.304,19427.187,19411.22,12293.55
606,Public,2023-05-31 15:00:00+07:00,11506.48,8837.347,3363.942,3483.387,3767.217,3403.731,3233.524,3224.707,3028.142,2917.314,2695.993,2775.753,2604.626,2441.626,2394.868,2779.665,3208.097,5357.154,17627.732,17235.565,19514.64,15967.158,18914.38,18267.298
607,Public,2023-06-03 13:00:00+07:00,21993.058,17593.24,16053.937,11743.59,4194.374,4341.363,4068.773,4147.44,4447.448,2913.755,2677.519,2442.281,2376.599,2556.292,2565.489,2296.497,2397.06,2607.974,2589.643,6197.253,20108.462,18824.345,19739.065,16184.474
608,Public,2023-03-05 04:00:00+07:00,2389.598,2525.549,2549.769,3345.373,6584.282,7828.235,7737.468,7821.723,11164.863,13372.99,13399.422,11712.638,4824.265,2707.663,2884.409,3150.137,3955.672,2980.425,2957.619,2815.85,2746.687,2770.193,2690.56,2728.042
609,Public,2023-08-27 14:00:00+07:00,6985.612,6794.889,5325.258,2556.467,2741.047,3047.106,2605.457,2641.888,2335.672,2350.483,2203.602,2395.21,2222.163,2297.409,2153.984,2181.538,2658.015,2379.428,3905.904,11864.407,22695.78,22946.227,5571.55,9917.782
610,Public,2023-09-26 23:00:00+07:00,6127.747,6543.619,6044.118,5863.706,6208.382,6958.443,5777.502,6401.854,6241.86,8344.302,12231.972,15020.504,14170.996,11745.947,16311.007,16841.095,19079.556,18138.829,6116.614,4982.782,6147.279,6764.594,4889.223,4851.997
611,Public,2023-03-14 16:00:00+07:00,16713.737,3248.887,2725.299,2886.876,2709.727,2844.789,3044.127,2720.677,2756.13,2654.54,2697.038,2647.482,2724.908,2650.276,2582.961,2945.093,5770.569,11810.023,22075.328,21801.586,21187.168,25803.674,26416.48,23338.881
612,Public,2023-09-13 04:00:00+07:00,2346.322,2230.004,2447.405,2233.087,3182.351,6063.537,6965.573,8686.413,12721.226,10995.429,9703.587,10803.82,7913.24,4302.725,4305.013,3280.23,2208.942,2205.579,2506.402,2369.339,2166.032,2155.969,2194.968,2251.29
613,Public,2023-05-23 04:00:00+07:00,2214.631,2459.261,2708.506,2951.434,3888.847,11538.043,20369.513,18176.094,11455.423,23612.011,19029.63,3486.291,2758.464,2658.252,3234.757,3163.42,3152.557,2707.593,2448.151,2336.029,2261.969,2424.187,2272.478,2312.366
614,Public,2023-06-10 08:00:00+07:00,4652.152,13858.087,16090.414,11158.943,3878.082,6770.403,6798.495,6804.198,4906.064,2631.749,3170.542,2891.104,2589.596,2978.713,3266.183,2667.65,2649.013,2548.526,2479.42,2511.127,2478.006,2694.295,2809.373,2623.249
615,Public,2023-04-08 10:00:00+07:00,14520.726,14905.127,10238.665,14528.165,16071.043,17983.771,8485.742,2617.766,2680.36,2830.348,3181,2514.302,2490.492,2445.548,2347.085,2275.047,2104.007,1950.181,1879.037,1910.163,2246.76,2042.741,4077.559,5722.198
616,Public,2023-01-28 00:00:00+07:00,2505.31,2445.138,2397.551,2329.84,2509.367,2273.184,2306.601,2324.63,3681.189,14560.006,17697.683,16659.263,9052.546,16392.874,20834.895,21723.187,11691.572,2832.323,2477.458,2451.808,2859.15,2821.109,2563.223,2585.688
617,Public,2023-03-12 03:00:00+07:00,2739.376,2680.071,2652.45,2630.369,3242.127,6313.035,9162.423,9974.964,9395.628,7025.126,10887.445,9875.411,7899.98,4574.75,2889.196,3135.789,3047.588,4294.021,5545.772,3047.612,2786.344,2853.856,2906.07,2703.627
618,Public,2023-03-24 18:00:00+07:00,3847.751,3121.542,2900.838,2661.49,2473.976,2396.272,2370.466,2196.902,2159.625,2113.064,2154.695,2137.863,2223.7,2513.021,4421.768,10414.476,17148.827,13405.549,10169.488,13880.36,15418.079,15104.184,5266.127,2320.858
619,Public,2023-01-13 08:00:00+07:00,6120.49,5926.461,6719.507,18451.697,21663.105,27846.525,25954.314,16256.968,7664.467,4002.326,3276.898,2537.774,2701.572,2477.233,2350.964,2426.653,2381.4,2538.59,2308.962,2352.319,2324.802,2198.187,2208.164,2133.408
620,Public,2023-08-16 09:00:00+07:00,7148.164,8813.173,7714.475,3667.514,9679.712,8637.651,6913.896,4684.47,2310.625,2638.105,2690.622,2725.565,2746.59,2501.868,2623.538,2282.196,2372.372,2367.2,2306.517,2254.994,2465.59,2392.47,2694.801,5514.123
621,Public,2023-07-01 14:00:00+07:00,19083.071,19245.773,8358.64,2882.341,3308.682,3214.929,3078.388,3073.236,2897.624,2712.211,2658.084,2491.319,2590.982,2402.125,2579.645,2374.937,2869.151,3062.513,3798.046,3794.068,3676.619,6887.701,10847.489,11800.16
622,Public,2023-08-20 17:00:00+07:00,2994.521,2916.242,3546.861,3275.239,3272.701,3011.862,2786.073,2461.038,2412.076,2324.566,2419.973,2400.209,2567.046,2577.166,3286.73,3449.402,11013.394,20030.519,24436.215,18839.1,15103.645,6718.165,2851.002,2708.249
623,Public,2023-07-31 21:00:00+07:00,3028.996,2865.053,2730.237,2790.261,2436.507,2326.762,2534.998,2415.663,2324.406,2435.546,2392.506,2660.572,5624.589,3103.429,4538.287,3692.718,7119.262,9999.882,8432.938,3231.744,2472.341,2944.609,2862.475,2881.057
624,Public,2023-05-03 03:00:00+07:00,2441.97,2362.809,2273.073,2431.577,2780.705,6581.86,12767.606,15604.734,30285.438,28114.757,20793.479,13872.906,13229.933,8059.372,2625.21,3267.502,3176.062,3301.775,2944.716,2983.38,2395.826,2559.483,2322.466,2341.358
625,Public,2023-08-08 15:00:00+07:00,2318.036,2452.461,2386.938,2633.212,2774.421,2653.137,2704.86,2609.224,2541.917,2442.561,2364.667,2637.404,2590.194,2541.087,2465.669,2444.816,2345.26,2735.314,5840.73,7247.199,6993.869,5597.771,11122.482,12852.031
626,Public,2023-07-28 15:00:00+07:00,7730.703,6003.344,2275.207,2747.107,2928.023,2921.124,2677.236,2573.737,2711.415,2511.663,2256.353,2230.347,2283.85,2243.081,2279.39,2493.439,2323.574,2528.166,6441.754,6041.691,5519.014,3908.759,6842.451,6422.516
627,Public,2023-08-15 07:00:00+07:00,3135.888,3239.185,6190.625,7249.581,7289.264,3580.74,17702.177,23131.287,19853.243,10897.541,4570.864,2911.913,2868.556,2751.81,2605.226,2507.382,2756.005,2403.395,2202.752,2383.659,2267.779,2308.643,2228.236,2464.389
628,Public,2023-05-24 07:00:00+07:00,2757.794,7670.864,16842.622,16691.255,17914.534,11612.27,19049.1,22878.932,20071.528,3082.311,2592.475,3095.508,3042.549,2773.19,2659.386,2759.701,2593.696,2260,2279.247,2241.939,2243.733,2192.81,2214.323,2631.932
629,Public,2023-02-26 12:00:00+07:00,8160.062,10690.3,10585.708,10718.069,3751.145,2955.933,2842.523,3307.803,2761.251,2744.945,2650.174,2539.38,2493.27,2371.977,2279.325,2238.657,2304.946,2406.437,2348.557,2263.96,5963.981,8353.451,17193.96,17358.526
630,Public,2023-07-25 14:00:00+07:00,10509.472,9558.37,5076.741,2615.837,2796.259,3029.201,2879.797,2932.272,2539.549,2616.401,2437.682,2442.358,2382.501,2599.349,2337.062,2347.49,2620.818,2631.602,3468.374,7109.229,11411.248,17837.435,22856.374,6535.526
631,Public,2023-09-27 23:00:00+07:00,4439.57,4262.922,4753.893,4806.389,4628.734,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023
632,Public,2023-06-02 00:00:00+07:00,3669.823,2272.357,2364.214,2394.001,2502.847,2408.743,2770.957,2892.42,6966.596,16431.318,16870.736,18113.784,11662.071,16113.819,21189.14,17360.818,13132.25,3271.504,3610.913,3727.757,3548.667,3314.317,3300.243,2920.141
633,Public,2023-01-17 08:00:00+07:00,6090.817,15278.439,17547.239,16542.236,9191.315,19438.897,19755.284,19575.484,9856.073,5021.461,4200.374,4418.939,3799.175,3424.056,3223.443,2816.15,2693.932,2473.409,2333.374,2383.733,2225.318,2290.898,2288.44,2643.689
634,Public,2023-03-22 21:00:00+07:00,2157.134,2099.387,2050.249,2035.76,2108.474,1959.058,1940.578,1988.667,1995.043,2106.199,2807.34,5532.559,12791.064,16987.676,18625.169,12717.739,17683.991,20907.137,19262.327,10798.342,2769.201,3049.73,2841.333,3573.011
635,Public,2023-03-02 06:00:00+07:00,2649.807,2547.222,6949.314,15559.14,18519.611,15163.064,17701.079,26954.763,27288.393,20004.107,9582.871,3850.312,4332.762,4298.623,4291.869,2962.231,2799.844,2721.546,2704.397,2646.406,2876.991,2493.278,2499.329,2487.457
636,Public,2023-07-27 03:00:00+07:00,2050.806,2229.188,2195.091,2228.834,2488.171,2718.285,3381.403,8697.086,13936.727,7536.61,15282.045,15670.738,13334.959,6855.978,2456.907,2628.719,3225.339,2767.342,2713.134,2611.434,2520.454,2441.368,2315.123,1994.791
637,Public,2023-09-25 03:00:00+07:00,8257.961,7267.039,7139.757,7893.028,6304.976,8776.146,18051.914,18879.989,25492.776,14819.17,18743.7,23474.904,21156.442,17387.78,10754.514,8087.758,5670.032,7616.024,7717.15,7518.041,7182.372,5703.378,4259.438,4603.665
638,Public,2023-06-13 19:00:00+07:00,2787.612,3133.413,3035.197,2689.844,2657.938,2620.142,2357.052,2523.948,2490.363,2474.753,2631.416,2685.678,2727.646,3400.113,7059.747,8225.323,7984.586,3808.936,9695.549,12471.261,7521.26,4824.856,2597.103,2833.197
639,Public,2023-09-06 09:00:00+07:00,5826.577,8974.573,13268.726,8798.692,8759.109,3208.882,2916.578,4676.085,4032.601,2729.08,2676.465,2427.597,2341.522,2314.434,2332.091,2122.505,2118.753,2145.566,2140.594,2271.026,2375.642,2427.737,2409.972,2544.048
640,Public,2023-03-21 19:00:00+07:00,3012.01,2989.219,3113.906,2724.28,2515.504,2607.879,2444.054,2474.94,2428.602,2542.848,2351.401,2380.912,2624.989,5799.625,12907.932,14904.951,14584.075,10914.815,14272.668,16258.572,13715.602,8029.395,2885.554,2547.491
641,Public,2023-06-26 23:00:00+07:00,2527.884,2582.107,2339.872,2419.193,2384.966,2459.563,2601.857,2678.443,2374.376,3163.57,6394.8,14627.74,15751.433,7653.719,12975.06,13969.252,11589.479,8565.758,2846.009,3134.647,2885.058,3110.914,2852.76,2601.498
642,Public,2023-02-21 18:00:00+07:00,4408.138,3722.132,5535.354,3606.023,2353.618,2342.23,2320.117,2286.034,2479.048,2290.698,2258.777,2218.498,2341.834,2294.854,4634.614,6199.311,17526.946,16445.814,11295.202,18752.51,20153.545,18172.637,9120.544,2749.054
643,Public,2023-03-26 23:00:00+07:00,2012.341,2024.721,2143.363,2124.492,2220.877,2046.115,2137.962,2007.932,1900.964,4733.45,7486.558,13323.399,14163.495,7874.96,14827.352,19227.532,20204.821,8855.339,2387.071,2258.402,2519.438,2438.253,2316.351,2171.163
644,Public,2023-07-07 00:00:00+07:00,2479.6,2841.437,2583.638,2610.401,2694.672,2556.638,2609.416,3208.069,9145.317,20926.726,17996.05,18273.516,12299.718,21600.374,18616.492,14116.748,5287.61,3047.42,3224.428,2886.855,2844.405,3031.004,2812.391,2818.205
645,Public,2023-10-03 06:00:00+07:00,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588
646,Public,2023-01-07 06:00:00+07:00,2216.367,3916.526,4453.215,11589.473,18817.735,18591.048,11817.476,17721.304,22120.304,18955.681,8407.487,2886.386,3152.645,3458.852,2646.012,2686.469,2483.69,2466.248,2262.046,2246.15,2137.219,2204.374,2149.259,2069.298
647,Public,2023-04-03 09:00:00+07:00,6937.078,15774.484,18521.162,11488.378,15468.471,20154.736,18166.734,10382.598,1922.445,1909.925,1959.468,1935.636,1844.085,1982.778,1651.64,1726.374,1635.586,1600.149,1535.365,1588.843,1612.116,1895.781,1747.963,5129.073
648,Public,2023-02-23 10:00:00+07:00,21161.217,19493.286,12201.739,18994.849,18707.041,17590.964,4732.868,2407.879,2421.811,2474.107,2514.42,2517.043,2512.363,2212.135,2153.42,2139.455,2273.556,2213.262,2214.132,2366.43,2433.623,2473.714,6694.31,15717.936
649,Public,2023-02-11 06:00:00+07:00,2267.039,2317.335,4813.258,19497.517,20812.664,20016.224,14179.46,21098.446,19328.658,16498.223,12915.86,4263.6,3476.482,3355.917,3422.142,3571.404,3289.069,2535.362,2394.545,2230.651,2146.884,2140.624,2122.637,2108.578
650,Public,2023-02-10 00:00:00+07:00,2543.467,2402.641,2314.011,2379.443,2218.686,2245.615,2305.704,2495.383,4332.455,9294.263,17477.76,15949.913,8966.525,16766.126,19092.613,18191.373,12033.376,3865.405,3759.758,2805.825,3005.899,2672.718,2372.544,2406.511
651,Public,2023-01-14 11:00:00+07:00,16518.473,8291.892,14986.224,20117.921,19176.304,9379.18,2629.184,3084.513,3022.027,2614.975,2738.87,2676.116,2479.436,2229.844,2098.354,2162.727,2072.043,2123.871,2066.341,2282.844,2070.319,4617.168,10464.479,11611.459
652,Public,2023-06-10 07:00:00+07:00,3128.948,4652.152,13858.087,16090.414,11158.943,3878.082,6770.403,6798.495,6804.198,4906.064,2631.749,3170.542,2891.104,2589.596,2978.713,3266.183,2667.65,2649.013,2548.526,2479.42,2511.127,2478.006,2694.295,2809.373
653,Public,2023-10-01 05:00:00+07:00,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043
654,Public,2023-09-06 22:00:00+07:00,2314.434,2332.091,2122.505,2118.753,2145.566,2140.594,2271.026,2375.642,2427.737,2409.972,2544.048,11809.703,13981.069,15415.346,12202.809,17862.401,16284.958,11783.512,6689.907,2609.971,2724.307,2771.428,2510.072,2503.188
655,Public,2023-08-15 08:00:00+07:00,3239.185,6190.625,7249.581,7289.264,3580.74,17702.177,23131.287,19853.243,10897.541,4570.864,2911.913,2868.556,2751.81,2605.226,2507.382,2756.005,2403.395,2202.752,2383.659,2267.779,2308.643,2228.236,2464.389,2548.645
656,Public,2023-08-22 16:00:00+07:00,3922.749,2772.017,2803.233,3066.266,2939.532,2901.732,2497.092,2304.018,2295.759,2145.997,2278.197,2358.95,2143.268,2198.834,2439.01,3017.565,5852.602,7809.798,9653.215,7120.659,2883.629,4261.8,4015.533,3310.73
657,Public,2023-05-24 08:00:00+07:00,7670.864,16842.622,16691.255,17914.534,11612.27,19049.1,22878.932,20071.528,3082.311,2592.475,3095.508,3042.549,2773.19,2659.386,2759.701,2593.696,2260,2279.247,2241.939,2243.733,2192.81,2214.323,2631.932,2524.225
658,Public,2023-02-19 08:00:00+07:00,4387.932,8165.668,9940.08,18265.112,14817.257,19222.248,19943.92,15175.307,6405.054,4261.934,3689.462,2928.452,3072.099,2769.171,2614.965,2465.817,2427.493,2252.473,2154.754,2089.748,2180.038,2174.789,2215.336,2148.125
659,Public,2023-06-23 13:00:00+07:00,26750.352,26084.952,20711.227,7712.242,3895.744,3691.502,3249.802,2767.967,2516.54,2550.197,2657.874,2429.138,2386.031,2607.099,2403.212,2346.485,2268.482,2589.09,2384.284,3402.238,6952.915,8682.897,7568.471,3886.692
660,Public,2023-01-16 17:00:00+07:00,3297.637,3070.463,2837.374,3116.348,2854.997,2460.428,2479.886,2380.892,2855.623,3460.359,3233.267,3283.682,3226.479,3295.652,3361.061,6090.817,15278.439,17547.239,16542.236,9191.315,19438.897,19755.284,19575.484,9856.073
661,Public,2023-02-26 23:00:00+07:00,2539.38,2493.27,2371.977,2279.325,2238.657,2304.946,2406.437,2348.557,2263.96,5963.981,8353.451,17193.96,17358.526,10736.92,16376.509,17859.117,19027.723,11142.785,3445.671,2773.735,3256.534,3355.891,3035.974,2934.502
662,Public,2023-04-06 00:00:00+07:00,1663.342,1655.19,1610.337,1544.969,1571.286,1713.011,1630.708,1654.248,4767.526,5558,8572.031,14287.72,10345.195,16068.955,19893.016,16469.682,9491.198,3458.085,3137.131,2741.76,2873.278,2900.602,2611.7,2410.691
663,Public,2023-01-15 11:00:00+07:00,10506.98,5209.593,7751.535,7210.743,6733.258,3154.404,2264.826,2743.761,3001.071,2898,2927.741,2362.121,2382.123,2448.922,2187.441,2191.676,2167.687,2220.712,2222.02,2160.196,2135.432,3358.29,4381.826,5539.642
664,Public,2023-09-05 12:00:00+07:00,12268.833,14798.135,16930.427,15377.774,6349.737,3365.151,3040.9,2820.208,2555.074,2613.53,2543.244,2418.621,2314.716,2268.885,2434.109,2221.736,2351.137,2225.446,2619.983,2668.382,2824.668,5826.577,8974.573,13268.726
665,Public,2023-07-07 10:00:00+07:00,17996.05,18273.516,12299.718,21600.374,18616.492,14116.748,5287.61,3047.42,3224.428,2886.855,2844.405,3031.004,2812.391,2818.205,2560.815,2600.079,2558.767,2412.208,2361.381,2384.544,2649.235,3037.326,6316.534,18623.885
666,Public,2023-05-27 18:00:00+07:00,3105.268,2956.767,2835.436,2414.022,2315.074,2461.948,2240.696,2279.72,2385.249,2171.812,2157.268,2109.512,2569.419,2234.895,2285.555,12692.85,12821.607,17368.811,14643.916,19639.927,17930.755,10696.654,6374.535,2840.219
667,Public,2023-09-26 22:00:00+07:00,5882.579,6127.747,6543.619,6044.118,5863.706,6208.382,6958.443,5777.502,6401.854,6241.86,8344.302,12231.972,15020.504,14170.996,11745.947,16311.007,16841.095,19079.556,18138.829,6116.614,4982.782,6147.279,6764.594,4889.223
668,Public,2023-01-18 06:00:00+07:00,2288.44,2643.689,5630.658,6334.169,9569.812,16912.303,9267.802,18075.919,19432.057,18540.211,10548.385,4445.465,2747.648,2718.149,4863.825,5142.376,2845.216,2810.316,2420.08,2432.344,2391.501,2484.909,2352.364,2325.803
669,Public,2023-09-22 10:00:00+07:00,11767.846,11542.23,9054.383,11459.677,9631.123,9035.677,21039.593,9159.902,4409.12,4758.4,6463.07,6306.831,6942.688,6736.348,6291.141,6098.295,5531.55,6184.802,6053.495,5591.225,6310.522,4970.369,5575.493,10986.757
670,Public,2023-06-13 01:00:00+07:00,2590.33,2597.296,2650.559,2681.641,2516.476,2777.105,2580.423,4159.309,7299.561,8628.064,7379.305,6488.91,10623.636,10712.667,9037.621,9599.503,2763.268,2920.871,2787.612,3133.413,3035.197,2689.844,2657.938,2620.142
671,Public,2023-02-17 03:00:00+07:00,2231.162,2281.968,2197.635,2216.353,2648.471,4231.389,4153.309,3231.135,3497.523,8115.062,9810.066,4297.303,4716.319,3809.06,2447.271,2382.698,2626.855,2671.955,2593.179,2497.235,2378.93,2124.038,2051.471,2233.282
672,Public,2023-01-08 03:00:00+07:00,2204.374,2149.259,2069.298,2143.262,2673.702,3488.205,6110.038,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363
673,Public,2023-06-28 08:00:00+07:00,3171.986,6714.785,7324.747,8318.952,7055.737,7588.845,7915.529,8159.335,7442.369,2947.048,3121.058,2954.164,2897.472,2718.898,2917.36,2616.761,2483.733,2366.364,2485.11,2628.04,2690.557,2521.363,2863.602,3010.692
674,Public,2023-05-29 09:00:00+07:00,7124.524,4502.194,9207.354,8902.137,4225.993,7549.555,9763.474,8179.128,5652.424,5959.181,5580.858,5676.291,5083.589,5135.552,2361.409,2140.879,2050.67,2140.166,2386.54,2348.667,2044.419,2206.226,2092.205,6270.864
675,Public,2023-02-19 22:00:00+07:00,2614.965,2465.817,2427.493,2252.473,2154.754,2089.748,2180.038,2174.789,2215.336,2148.125,5130.21,12804.729,19711.098,19451.714,15378.682,23939.67,24882.531,20363.996,8705.372,3945.662,4085.418,4251.134,3958.938,4201.609
676,Public,2023-06-28 02:00:00+07:00,2352.791,2333.131,2514.67,2481.754,2729.025,2588.22,3171.986,6714.785,7324.747,8318.952,7055.737,7588.845,7915.529,8159.335,7442.369,2947.048,3121.058,2954.164,2897.472,2718.898,2917.36,2616.761,2483.733,2366.364
677,Public,2023-07-22 10:00:00+07:00,26406.154,24919.241,23982.981,23192.827,19876.45,7682.522,5548.024,3127.149,3609.768,3481.763,3523.568,3270.318,3277.839,3065.932,2401.892,2332.807,2373.16,2563.647,2261.223,2371.608,2643.354,2912.521,2881.665,6024.805
678,Public,2023-05-19 01:00:00+07:00,2309.242,2224.524,2344.31,2142.125,2050.977,2418.203,2264.365,8187.206,17525.626,19075.042,19088.912,15439.749,19954.75,12874.776,5779.455,3099.635,2879.473,3236.143,2914.958,2690.825,2471.191,2309.393,2464.668,2433.227
679,Public,2023-03-24 01:00:00+07:00,2610.29,2468.303,2510.551,2520.27,2504.705,2598.542,3745.112,6538.171,14390.07,14738.485,15080.789,10689.686,18002.633,20764.38,20316.257,12319.583,6182.694,3847.751,3121.542,2900.838,2661.49,2473.976,2396.272,2370.466
680,Public,2023-08-28 07:00:00+07:00,2379.428,3905.904,11864.407,22695.78,22946.227,5571.55,9917.782,16565.389,15397.629,6139.268,2667.797,2931.977,3055.556,2785.555,2836.786,2711.553,2294.919,2469.115,2288.974,2207.028,2119.246,2240.196,2196.12,2592.215
681,Public,2023-09-04 23:00:00+07:00,2443.738,2314.194,2317.621,2221.336,2256.726,2403.655,2274.339,2590.186,2444.089,3076.477,6582.6,12698.742,15795.159,12268.833,14798.135,16930.427,15377.774,6349.737,3365.151,3040.9,2820.208,2555.074,2613.53,2543.244
682,Public,2023-02-18 18:00:00+07:00,4259.693,4750.329,4762.018,4094.7,3759.606,2983.279,2381.795,2191.732,2140.441,2286.64,2376.003,2166.835,2148.02,2707.983,4387.932,8165.668,9940.08,18265.112,14817.257,19222.248,19943.92,15175.307,6405.054,4261.934
683,Public,2023-09-23 08:00:00+07:00,5575.493,10986.757,15698.099,24263.526,17776.485,16762.049,16704.938,17730.063,16459.002,10325.861,9847.052,8138.86,8222.379,6183.79,5922.36,5591.883,5725.132,6830.51,6724.918,6422.63,6345.868,6050.551,5752.215,4900.579
684,Public,2023-01-26 00:00:00+07:00,2765.968,2367.975,2243.338,2300.378,2365.663,2358.591,2347.877,2203.558,4767.566,15766.496,21065.673,18050.259,11070.054,21030.468,21738.764,19231.174,13025.69,3378.57,2917.915,2981.784,3086.662,3059.079,2993.091,2818.426
685,Public,2023-05-21 21:00:00+07:00,2893.105,2739.791,2725.568,2375.502,2253.811,2352.61,2358.825,2472.821,2440.061,2687.555,2343.929,5558.654,20127.004,20862.212,21861.553,10015.655,13097.048,3898.87,4575.623,2763.242,2660.464,3091.484,2952.767,2678.59
