timestamp,solar_irrad,module_temp,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-01-30 00:00:00+07:00,0.008,17.467,19.7,73,14.6,20.3,0.0,0.0,0,1010.0,974.4,13,0,0,44,0.63,6.2,6.6,21,81,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 01:00:00+07:00,0.002,16.764,18.3,75,13.8,18.5,0.0,0.0,0,1010.2,974.4,17,0,0,56,0.52,6.5,7.2,6,72,8.6,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 02:00:00+07:00,0.004,16.124,17.0,79,13.3,17.0,0.0,0.0,0,1010.0,974.0,13,0,0,43,0.41,6.8,6.3,357,59,8.6,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 03:00:00+07:00,0.008,16.025,15.2,85,12.7,14.9,0.0,0.0,0,1009.4,973.2,16,0,0,54,0.26,8.3,7.7,358,41,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 04:00:00+07:00,0.005,15.367,15.1,84,12.5,14.8,0.0,0.0,0,1009.1,972.9,14,0,0,47,0.27,7.3,8.6,351,22,11.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 05:00:00+07:00,0.003,14.766,14.7,85,12.3,14.4,0.0,0.0,0,1008.9,972.7,16,0,0,53,0.25,7.0,9.0,339,360,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 06:00:00+07:00,0.449,14.381,14.3,86,12.1,14.0,0.0,0.0,1,1009.3,973.0,20,0,0,67,0.22,6.5,7.8,326,347,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 07:00:00+07:00,28.868,15.187,13.7,89,11.9,13.1,0.0,0.0,0,1010.3,973.9,12,0,0,39,0.17,8.1,5.8,339,356,10.1,1,0.0,0.0,0.0,0.0,0.0
2022-01-30 08:00:00+07:00,201.839,24.104,16.5,82,13.3,16.7,0.0,0.0,0,1011.2,975.1,2,0,0,6,0.34,5.4,4.3,340,5,10.8,1,2354.92,66.0,38.0,28.0,257.8
2022-01-30 09:00:00+07:00,591.162,42.564,18.9,77,14.9,20.1,0.0,0.0,0,1012.0,976.2,3,0,0,10,0.5,2.9,2.5,353,360,11.5,1,3600.0,267.0,194.0,73.0,593.1
2022-01-30 10:00:00+07:00,804.757,55.648,21.0,71,15.6,22.7,0.0,0.0,0,1012.3,976.7,2,0,0,6,0.72,1.6,1.5,63,45,10.8,1,3600.0,480.0,385.0,95.0,743.8
2022-01-30 11:00:00+07:00,938.946,62.287,22.9,64,15.8,25.1,0.0,0.0,0,1011.9,976.6,0,0,0,0,0.99,3.0,3.7,104,101,13.3,1,3600.0,657.0,550.0,107.0,825.7
2022-01-30 12:00:00+07:00,983.318,62.386,24.2,58,15.5,26.7,0.0,0.0,0,1011.0,975.9,6,0,0,19,1.26,5.2,6.5,124,124,16.6,1,3600.0,776.0,663.0,113.0,869.4
2022-01-30 13:00:00+07:00,956.853,63.144,25.2,56,15.7,27.7,0.0,0.0,1,1009.7,974.7,34,19,0,56,1.42,6.9,8.7,137,138,18.7,1,3600.0,822.0,707.0,115.0,883.2
2022-01-30 14:00:00+07:00,845.359,60.576,26.1,55,16.3,28.4,0.0,0.0,0,1008.4,973.6,20,5,0,51,1.52,8.7,11.3,150,153,20.9,1,3600.0,790.0,675.0,115.0,868.6
2022-01-30 15:00:00+07:00,660.886,55.978,26.9,49,15.3,28.1,0.0,0.0,0,1007.0,972.3,17,1,0,55,1.81,9.7,12.7,158,165,21.6,1,3600.0,687.0,579.0,108.0,834.2
2022-01-30 16:00:00+07:00,419.658,48.658,27.3,48,15.2,27.9,0.0,0.0,0,1006.3,971.7,17,0,0,56,1.9,8.2,11.9,165,175,20.5,1,3600.0,525.0,427.0,98.0,766.5
2022-01-30 17:00:00+07:00,140.531,36.639,26.9,60,18.6,29.7,0.0,0.0,0,1006.1,971.4,20,0,0,65,1.4,2.9,6.9,150,171,15.8,1,3600.0,321.0,244.0,77.0,649.9
2022-01-30 18:00:00+07:00,3.312,25.154,27.0,47,14.8,27.9,0.0,0.0,1,1006.3,971.6,22,0,0,73,1.87,4.5,6.7,119,144,6.5,1,3207.08,109.0,67.0,42.0,385.2
2022-01-30 19:00:00+07:00,0.016,22.052,20.3,51,9.9,18.1,0.0,0.0,0,1006.3,970.9,8,0,0,27,1.17,14.8,22.3,214,211,11.9,0,0.0,2.0,0.0,2.0,0.0
2022-01-30 20:00:00+07:00,0.006,19.416,20.0,45,7.6,17.9,0.0,0.0,0,1007.4,971.9,14,0,0,47,1.29,9.9,18.5,213,217,21.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 21:00:00+07:00,0.004,17.758,19.3,49,8.4,17.5,0.0,0.0,0,1008.2,972.6,2,0,0,8,1.13,9.1,11.2,173,186,15.5,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 22:00:00+07:00,0.003,16.586,20.8,40,6.6,18.8,0.0,0.0,0,1009.1,973.6,2,0,0,7,1.48,7.8,11.3,167,163,12.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-30 23:00:00+07:00,0.002,15.724,20.0,43,6.9,18.4,0.0,0.0,0,1010.0,974.4,11,0,0,36,1.34,5.2,7.7,74,131,10.1,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+07:00,0.002,14.986,19.5,44,6.9,17.9,0.0,0.0,0,1010.3,974.6,14,0,0,48,1.27,5.6,6.1,15,90,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 01:00:00+07:00,0.002,14.211,15.9,61,8.4,14.4,0.0,0.0,1,1010.4,974.3,21,0,0,71,0.7,7.2,5.9,360,43,9.4,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 02:00:00+07:00,0.002,13.441,14.5,67,8.6,13.1,0.0,0.0,0,1010.2,973.9,11,0,0,38,0.54,7.3,8.3,349,18,11.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 03:00:00+07:00,0.001,13.359,13.7,73,9.0,12.7,0.0,0.0,0,1009.2,972.9,10,0,0,32,0.42,5.2,6.8,326,3,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 04:00:00+07:00,0.001,12.727,13.1,79,9.5,12.3,0.0,0.0,1,1008.9,972.5,28,0,0,92,0.32,4.3,4.5,318,346,9.4,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 05:00:00+07:00,0.002,12.306,12.4,83,9.6,11.6,0.0,0.0,1,1008.9,972.4,27,0,0,91,0.24,4.8,3.3,318,347,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 06:00:00+07:00,0.705,11.68,13.3,76,9.2,12.6,0.0,0.0,1,1009.7,973.3,29,0,0,96,0.36,2.8,1.1,310,288,7.9,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 07:00:00+07:00,29.567,12.96,13.9,75,9.5,13.4,0.0,0.0,1,1010.9,974.5,29,0,0,97,0.4,2.9,0.5,330,315,5.0,1,0.0,0.0,0.0,0.0,0.0
2022-01-31 08:00:00+07:00,182.82,21.285,15.2,75,10.8,14.8,0.0,0.0,0,1011.7,975.5,19,0,0,63,0.43,3.8,3.8,319,319,6.1,1,2372.93,67.0,39.0,28.0,263.3
2022-01-31 09:00:00+07:00,595.308,40.907,17.7,69,12.0,17.8,0.0,0.0,0,1012.7,976.7,8,0,0,26,0.62,3.1,5.1,315,315,10.4,1,3600.0,272.0,200.0,72.0,608.4
2022-01-31 10:00:00+07:00,807.029,54.912,20.1,65,13.3,21.0,0.0,0.0,0,1013.3,977.6,1,0,0,4,0.83,0.8,1.3,297,304,11.2,1,3600.0,488.0,395.0,93.0,760.2
2022-01-31 11:00:00+07:00,944.271,62.77,22.3,61,14.3,24.0,0.0,0.0,0,1013.2,977.8,16,0,0,55,1.06,2.9,3.2,150,153,13.0,1,3600.0,665.0,560.0,105.0,837.7
2022-01-31 12:00:00+07:00,1007.107,65.366,24.0,56,14.6,26.1,0.0,0.0,0,1012.2,977.0,16,0,0,55,1.31,5.6,6.6,165,167,16.9,1,3600.0,782.0,670.0,112.0,875.5
2022-01-31 13:00:00+07:00,988.562,64.002,25.3,49,13.9,27.1,0.0,0.0,0,1010.8,975.8,19,0,0,62,1.63,7.4,8.9,166,166,19.4,1,3600.0,830.0,716.0,114.0,891.3
2022-01-31 14:00:00+07:00,878.695,61.885,25.8,44,12.6,27.0,0.0,0.0,0,1009.4,974.5,7,0,0,24,1.87,7.6,9.4,161,162,19.8,1,3600.0,804.0,692.0,112.0,887.1
2022-01-31 15:00:00+07:00,677.462,55.855,26.1,42,12.0,26.3,0.0,0.0,0,1008.3,973.5,5,0,0,16,1.97,8.6,10.8,158,159,19.1,1,3600.0,703.0,598.0,105.0,857.9
2022-01-31 16:00:00+07:00,415.883,48.035,26.1,44,13.0,25.9,0.0,0.0,0,1007.5,972.7,14,0,0,48,1.89,7.9,10.9,150,153,19.1,1,3600.0,537.0,442.0,95.0,789.3
2022-01-31 17:00:00+07:00,136.774,38.307,25.6,55,16.0,26.9,0.0,0.0,1,1007.5,972.6,24,0,0,81,1.47,5.0,10.8,111,120,16.2,1,3600.0,325.0,247.0,78.0,653.1
2022-01-31 18:00:00+07:00,4.018,23.777,24.3,52,13.8,24.6,0.0,0.0,0,1007.8,972.8,9,0,0,30,1.46,6.4,7.6,47,87,9.4,1,3243.7,109.0,67.0,42.0,382.3
2022-01-31 19:00:00+07:00,0.011,19.568,26.0,40,11.3,26.3,0.0,0.0,1,1007.2,972.4,27,0,0,89,2.02,0.4,3.5,360,156,9.0,0,0.0,2.0,0.0,2.0,0.0
2022-01-31 20:00:00+07:00,0.004,18.596,21.7,61,13.7,22.1,0.0,0.0,0,1008.6,973.2,4,0,0,13,1.02,4.9,2.7,287,247,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 21:00:00+07:00,0.004,17.126,20.0,69,14.2,20.8,0.0,0.0,0,1009.5,973.9,19,0,0,62,0.72,3.8,2.4,311,27,7.9,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 22:00:00+07:00,0.007,16.141,22.0,59,13.6,22.6,0.0,0.0,0,1010.2,974.8,3,0,0,9,1.09,4.0,5.1,333,98,5.8,0,0.0,0.0,0.0,0.0,0.0
2022-01-31 23:00:00+07:00,0.003,15.068,21.8,57,12.9,21.8,0.0,0.0,0,1010.8,975.4,1,0,0,2,1.12,5.9,7.1,38,105,6.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+07:00,0.003,14.191,20.9,55,11.7,20.4,0.0,0.0,0,1010.8,975.3,3,0,0,11,1.1,6.9,7.6,43,90,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 01:00:00+07:00,0.002,13.285,18.9,60,11.0,18.3,0.0,0.0,0,1010.9,975.1,0,0,0,0,0.88,6.5,6.1,19,62,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 02:00:00+07:00,0.0,12.784,15.2,76,11.1,14.4,0.0,0.0,0,1010.7,974.5,6,0,0,20,0.41,7.9,7.9,360,16,11.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 03:00:00+07:00,0.0,12.517,14.5,81,11.3,13.8,0.0,0.0,0,1010.5,974.2,16,0,0,54,0.32,7.6,8.3,341,355,11.5,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 04:00:00+07:00,0.002,12.176,13.9,84,11.2,13.4,0.0,0.0,0,1010.2,973.8,11,0,0,38,0.25,5.9,3.7,317,349,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 05:00:00+07:00,0.003,11.78,14.9,78,11.2,14.8,0.0,0.0,1,1010.1,973.9,25,0,0,82,0.37,3.6,0.8,315,297,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 06:00:00+07:00,0.67,11.269,16.7,70,11.3,16.8,0.0,0.0,1,1010.6,974.6,22,0,0,74,0.56,2.3,1.9,321,202,5.4,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 07:00:00+07:00,28.142,12.117,15.3,74,10.7,15.0,0.0,0.0,0,1011.7,975.5,14,0,0,47,0.45,3.3,2.0,319,225,4.0,1,0.0,0.0,0.0,0.0,0.0
2022-02-01 08:00:00+07:00,186.745,21.098,16.1,75,11.6,16.4,0.0,0.0,1,1012.7,976.5,22,0,0,73,0.46,1.3,3.8,304,197,5.0,1,2392.1,68.0,40.0,28.0,268.7
2022-02-01 09:00:00+07:00,599.819,40.475,17.9,72,12.8,18.7,0.0,0.0,0,1013.8,977.8,14,0,0,47,0.57,0.4,2.6,270,196,7.2,1,3600.0,275.0,202.0,73.0,611.4
2022-02-01 10:00:00+07:00,815.417,53.953,20.1,66,13.6,21.2,0.0,0.0,0,1014.2,978.5,19,0,0,63,0.79,0.5,0.7,135,180,9.7,1,3600.0,492.0,398.0,94.0,762.9
2022-02-01 11:00:00+07:00,949.236,61.919,22.2,60,14.0,24.0,0.0,0.0,1,1013.9,978.4,22,0,0,72,1.08,2.3,2.6,141,146,12.6,1,3600.0,672.0,565.0,107.0,842.1
2022-02-01 12:00:00+07:00,1006.524,65.545,24.0,53,13.9,26.1,0.0,0.0,0,1012.7,977.5,6,0,0,20,1.4,5.1,6.4,141,142,16.6,1,3600.0,792.0,679.0,113.0,884.1
2022-02-01 13:00:00+07:00,989.929,62.886,25.5,45,12.8,27.0,0.0,0.0,0,1011.1,976.1,0,0,0,0,1.78,7.6,9.5,149,151,19.8,1,3600.0,843.0,729.0,114.0,904.2
2022-02-01 20:00:00+07:00,0.006,17.95,21.6,67,15.1,22.3,0.0,0.0,0,1008.8,973.4,14,0,0,46,0.86,7.0,10.2,215,170,11.5,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 21:00:00+07:00,0.007,17.436,23.0,54,13.2,23.4,0.0,0.0,0,1009.5,974.3,0,0,0,0,1.29,3.7,5.2,241,205,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 22:00:00+07:00,0.002,16.539,21.3,56,12.3,21.9,0.0,0.0,0,1010.2,974.7,0,0,0,0,1.1,0.8,1.8,297,143,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-02-01 23:00:00+07:00,0.005,15.631,20.4,61,12.6,20.4,0.0,0.0,0,1010.9,975.3,18,0,0,59,0.94,5.8,6.5,356,87,6.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+07:00,0.003,15.263,20.1,59,11.8,19.6,0.0,0.0,1,1011.2,975.6,24,0,0,79,0.97,7.5,9.0,35,92,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 01:00:00+07:00,0.002,15.016,20.2,51,9.6,19.3,0.0,0.0,1,1011.3,975.7,21,0,0,71,1.17,5.4,7.6,53,109,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 02:00:00+07:00,0.001,14.597,19.8,48,8.6,18.8,0.0,0.0,1,1011.2,975.5,22,0,0,75,1.2,4.3,3.4,360,72,7.6,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 03:00:00+07:00,0.002,14.099,14.5,70,9.2,13.1,0.0,0.0,1,1011.2,974.9,24,0,0,80,0.49,8.0,8.8,342,351,12.6,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 04:00:00+07:00,0.001,13.5,14.3,72,9.3,13.1,0.0,0.0,1,1011.5,975.2,22,0,0,72,0.46,6.8,12.4,328,334,12.6,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 05:00:00+07:00,0.001,13.316,13.2,77,9.4,12.2,0.0,0.0,1,1011.6,975.1,21,0,0,70,0.34,6.1,9.1,320,326,12.2,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 06:00:00+07:00,0.531,13.353,12.7,81,9.4,11.7,0.0,0.0,0,1012.4,975.8,18,0,0,61,0.28,5.9,5.5,317,328,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 07:00:00+07:00,32.081,14.536,12.6,86,10.3,11.9,0.0,0.0,1,1013.3,976.7,27,0,0,89,0.21,5.6,9.5,310,323,9.7,1,0.0,0.0,0.0,0.0,0.0
2022-02-02 08:00:00+07:00,183.069,22.743,15.4,78,11.6,15.2,0.0,0.0,0,1014.4,978.1,16,0,0,52,0.38,4.5,4.5,299,299,10.4,1,2412.38,69.0,41.0,28.0,273.9
2022-02-02 09:00:00+07:00,578.28,43.547,18.3,70,12.7,18.8,0.0,0.0,1,1015.3,979.3,20,0,0,67,0.64,2.6,4.4,254,235,9.7,1,3600.0,275.0,202.0,73.0,608.1
2022-02-02 10:00:00+07:00,795.296,55.567,20.8,62,13.4,21.7,0.0,0.0,0,1015.8,980.1,14,0,0,48,0.92,1.6,2.1,207,211,10.8,1,3600.0,490.0,395.0,95.0,754.1
2022-02-02 11:00:00+07:00,931.238,61.213,22.9,55,13.4,24.5,0.0,0.0,0,1015.3,979.8,19,0,0,63,1.25,1.6,1.8,153,143,11.5,1,3600.0,667.0,560.0,107.0,831.6
2022-02-02 12:00:00+07:00,982.607,66.073,24.4,50,13.3,26.5,0.0,0.0,0,1013.9,978.7,11,0,0,38,1.52,3.3,3.8,139,139,14.0,1,3600.0,786.0,672.0,114.0,871.9
2022-02-02 13:00:00+07:00,946.689,64.649,25.6,44,12.6,27.7,0.0,0.0,1,1012.4,977.4,25,0,0,83,1.83,4.0,4.8,153,153,14.8,1,3600.0,835.0,719.0,116.0,888.5
2022-02-02 14:00:00+07:00,834.505,59.882,26.4,45,13.4,28.3,0.0,0.0,1,1011.2,976.3,30,0,0,100,1.91,5.6,7.1,153,156,15.8,1,3600.0,806.0,692.0,114.0,880.2
2022-02-02 15:00:00+07:00,629.258,56.945,27.3,44,13.9,28.3,0.0,0.0,1,1010.3,975.5,23,0,0,77,2.03,7.7,10.3,152,155,18.0,1,3600.0,700.0,591.0,109.0,840.5
2022-02-02 16:00:00+07:00,430.406,46.716,27.4,46,14.6,27.8,0.0,0.0,1,1009.7,975.0,28,0,0,94,1.98,7.1,9.6,165,167,18.0,1,3600.0,532.0,434.0,98.0,767.0
2022-02-02 17:00:00+07:00,148.697,35.887,26.5,57,17.3,28.7,0.0,0.0,1,1009.5,974.7,26,0,0,88,1.48,2.8,6.2,130,126,14.8,1,3600.0,325.0,246.0,79.0,641.2
2022-02-02 18:00:00+07:00,4.12,26.144,26.6,43,13.1,27.1,0.0,0.0,0,1009.8,975.0,5,0,0,16,1.97,3.1,4.0,21,100,6.5,1,3315.92,112.0,69.0,43.0,387.8
2022-02-02 19:00:00+07:00,0.016,22.753,23.1,58,14.3,23.4,0.0,0.0,0,1010.0,974.8,0,0,0,0,1.2,7.4,11.7,241,214,5.4,0,0.0,3.0,1.0,2.0,15.7
2022-02-02 20:00:00+07:00,0.016,20.943,21.2,66,14.7,22.0,0.0,0.0,0,1010.8,975.3,0,0,0,0,0.85,5.1,6.4,266,243,11.2,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 21:00:00+07:00,0.01,20.285,21.9,61,14.0,22.9,0.0,0.0,0,1011.9,976.5,0,0,0,0,1.02,1.8,2.9,281,263,7.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 22:00:00+07:00,0.013,19.408,21.6,61,13.7,22.5,0.0,0.0,0,1012.4,976.9,0,0,0,0,1.02,2.0,2.3,315,108,4.3,0,0.0,0.0,0.0,0.0,0.0
2022-02-02 23:00:00+07:00,0.006,17.791,20.6,64,13.4,20.8,0.0,0.0,0,1013.1,977.5,0,0,0,0,0.88,6.2,5.6,7,75,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+07:00,0.005,16.835,17.9,72,12.7,17.5,0.0,0.0,0,1013.3,977.3,0,0,0,0,0.58,8.4,7.5,10,55,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 01:00:00+07:00,0.007,15.714,15.6,79,11.9,15.0,0.0,0.0,0,1013.3,977.0,0,0,0,0,0.38,8.1,7.2,347,18,11.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 02:00:00+07:00,0.004,14.795,15.2,74,10.6,14.4,0.0,0.0,0,1013.2,976.9,0,0,0,0,0.45,6.6,7.6,331,352,11.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 03:00:00+07:00,0.002,14.301,14.4,74,9.8,13.5,0.0,0.0,0,1012.8,976.4,6,0,0,19,0.43,5.6,6.0,320,335,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 04:00:00+07:00,0.001,13.817,13.5,76,9.3,12.5,0.0,0.0,0,1012.6,976.1,16,0,0,55,0.38,5.4,6.0,318,335,10.1,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 05:00:00+07:00,0.005,13.779,13.0,74,8.6,11.9,0.0,0.0,0,1012.6,976.1,10,0,0,33,0.38,5.1,6.3,309,329,9.7,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 06:00:00+07:00,0.734,13.502,12.4,74,7.9,11.1,0.0,0.0,0,1013.0,976.4,0,0,0,0,0.37,5.2,6.9,304,313,9.7,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 07:00:00+07:00,25.82,13.47,12.5,76,8.3,11.2,0.0,0.0,0,1014.1,977.4,0,0,0,0,0.35,5.7,12.3,305,310,9.4,1,0.0,0.0,0.0,0.0,0.0
2022-02-03 08:00:00+07:00,146.594,20.053,15.2,68,9.3,13.8,0.0,0.0,0,1015.0,978.6,0,0,0,0,0.55,8.2,15.3,308,309,15.5,1,2433.75,70.0,41.0,29.0,272.4
2022-02-03 09:00:00+07:00,606.91,38.251,18.3,64,11.4,17.6,0.0,0.0,0,1015.8,979.8,0,0,0,0,0.76,7.8,15.0,304,314,17.6,1,3600.0,277.0,204.0,73.0,610.8
2022-02-03 10:00:00+07:00,826.724,47.303,21.3,58,12.8,21.1,0.0,0.0,0,1016.4,980.7,0,0,0,0,1.05,7.0,9.4,305,313,17.3,1,3600.0,493.0,398.0,95.0,756.6
2022-02-03 11:00:00+07:00,964.279,55.079,23.8,50,12.7,24.3,0.0,0.0,0,1015.7,980.3,0,0,0,0,1.47,7.1,9.3,319,324,18.4,1,3600.0,671.0,564.0,107.0,834.4
2022-02-03 12:00:00+07:00,1018.578,65.346,25.7,43,12.2,26.7,0.0,0.0,0,1014.5,979.4,0,0,0,0,1.87,7.8,10.0,326,330,19.4,1,3600.0,791.0,677.0,114.0,875.2
2022-02-03 13:00:00+07:00,985.06,66.955,26.9,39,11.9,28.5,0.0,0.0,0,1013.3,978.4,0,0,0,0,2.14,5.4,6.8,323,328,19.1,1,3600.0,840.0,725.0,115.0,892.7
2022-02-03 14:00:00+07:00,864.212,66.016,27.6,36,11.3,29.5,0.0,0.0,0,1011.6,976.8,0,0,0,0,2.36,1.8,2.0,307,315,15.8,1,3600.0,814.0,701.0,113.0,888.2
2022-02-03 15:00:00+07:00,680.709,61.082,28.0,34,10.7,29.0,0.0,0.0,0,1010.5,975.8,0,0,0,0,2.48,2.2,2.5,180,172,10.4,1,3600.0,712.0,605.0,107.0,856.7
2022-02-03 16:00:00+07:00,431.664,51.784,27.8,36,11.4,27.6,0.0,0.0,0,1009.8,975.1,0,0,0,0,2.39,4.5,5.4,166,160,10.4,1,3600.0,544.0,448.0,96.0,787.6
2022-02-03 17:00:00+07:00,147.967,39.787,27.0,47,14.6,28.0,0.0,0.0,0,1009.7,974.9,0,0,0,0,1.9,3.3,6.2,186,173,10.1,1,3600.0,333.0,255.0,78.0,660.0
2022-02-03 18:00:00+07:00,3.956,25.485,24.1,51,13.4,24.4,0.0,0.0,0,1009.8,974.7,0,0,0,0,1.46,4.9,3.9,253,236,7.2,1,3351.43,116.0,72.0,44.0,401.6
2022-02-03 19:00:00+07:00,0.013,21.262,20.8,63,13.4,20.6,0.0,0.0,0,1009.8,974.3,0,0,0,0,0.91,8.9,9.4,302,313,8.3,0,0.0,3.0,1.0,2.0,15.5
2022-02-03 20:00:00+07:00,0.01,20.58,21.1,63,13.7,21.2,0.0,0.0,0,1010.4,974.9,0,0,0,0,0.93,7.5,16.3,325,335,13.7,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 21:00:00+07:00,0.008,20.023,18.7,76,14.3,19.1,0.0,0.0,0,1011.5,975.7,0,0,0,0,0.53,7.1,12.3,319,355,14.0,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 22:00:00+07:00,0.004,18.875,18.6,73,13.7,19.0,0.0,0.0,0,1012.3,976.4,0,0,0,0,0.57,5.5,6.3,302,329,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-03 23:00:00+07:00,0.005,17.984,17.9,74,13.1,17.8,0.0,0.0,0,1012.3,976.4,0,0,0,0,0.54,7.2,7.8,323,326,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+07:00,0.003,17.531,18.2,69,12.4,18.1,0.0,0.0,0,1012.4,976.5,0,0,0,0,0.66,6.1,12.0,315,316,11.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 01:00:00+07:00,0.003,16.168,16.8,75,12.3,16.8,0.0,0.0,0,1012.8,976.7,0,0,0,0,0.48,5.1,6.5,309,304,11.9,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 02:00:00+07:00,0.002,15.552,16.0,77,12.0,15.6,0.0,0.0,0,1012.4,976.2,0,0,0,0,0.41,6.5,6.8,326,328,9.4,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 03:00:00+07:00,0.001,15.269,15.9,76,11.6,15.5,0.0,0.0,0,1012.1,975.9,0,0,0,0,0.44,5.9,7.2,308,307,9.4,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 04:00:00+07:00,0.004,14.791,15.4,76,11.2,14.9,0.0,0.0,0,1011.7,975.5,0,0,0,0,0.42,5.7,7.0,305,291,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 05:00:00+07:00,0.004,14.376,15.0,75,10.7,14.5,0.0,0.0,0,1011.9,975.6,0,0,0,0,0.42,5.1,8.4,315,317,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 06:00:00+07:00,0.529,13.91,15.0,74,10.4,14.3,0.0,0.0,0,1012.3,976.0,0,0,0,0,0.44,5.4,10.6,318,332,9.7,0,0.0,0.0,0.0,0.0,0.0
2022-02-04 07:00:00+07:00,28.738,15.297,14.4,80,10.9,13.6,0.0,0.0,0,1013.4,977.0,0,0,0,0,0.34,6.9,14.8,321,337,9.7,1,0.0,0.0,0.0,0.0,0.0
2022-02-04 08:00:00+07:00,136.558,21.851,16.1,76,12.0,15.5,0.0,0.0,0,1014.2,978.0,0,0,0,0,0.43,8.7,14.8,315,334,15.8,1,2456.15,68.0,39.0,29.0,257.6
2022-02-04 09:00:00+07:00,565.196,38.63,19.4,70,13.7,19.7,0.0,0.0,0,1015.2,979.3,0,0,0,0,0.68,5.6,12.1,315,330,16.6,1,3600.0,269.0,193.0,76.0,574.5
2022-02-04 10:00:00+07:00,784.384,49.283,22.3,59,14.0,22.9,0.0,0.0,0,1015.8,980.3,0,0,0,0,1.09,4.7,6.6,337,338,14.0,1,3600.0,481.0,384.0,97.0,726.9
2022-02-04 11:00:00+07:00,910.585,56.133,24.7,51,14.0,26.3,0.0,0.0,0,1015.6,980.4,0,0,0,0,1.51,3.1,3.9,324,326,14.0,1,3600.0,658.0,547.0,111.0,806.1
